year,cod_dpto,alive,fetal,no_fetal,deaths,Total,fetal_percapita,no_fetal_percapita,alive_percapita,deaths_percapita,DPNOM,Total pregnan,prob_alive,prob_fetal,prob_no_fetal
2016,47,21632,1009,256,1265,1293944,0.07797864513456533,0.019784472898363454,1.6717879599117118,0.09776311803292878,Magdalena,22897,0.9447525876752413,0.044066908328602,0.011180503996156702
2017,47,23467,1126,301,1427,1308191,0.0860730581390638,0.023008872557600535,1.7938512036850889,0.10908193069666433,Magdalena,24894,0.9426769502691411,0.04523178275889773,0.012091266971961116
2008,50,15741,736,230,966,812684,0.09056410609781908,0.02830128315556846,1.9369152093556659,0.11886538925338754,Meta,16707,0.9421799245825103,0.04405339079427785,0.013766684623211827
2009,50,15520,1464,241,1705,836720,0.17496892628358351,0.028802944832201933,1.8548618414762406,0.20377187111578546,Meta,17225,0.9010159651669085,0.08499274310595065,0.013991291727140785
2010,50,15107,1729,165,1894,860497,0.2009303925522111,0.019174965165479948,1.7556133257873066,0.22010535771769105,Meta,17001,0.8885947885418505,0.10169990000588201,0.009705311452267513
2011,50,15209,2207,186,2393,883858,0.24970074378463508,0.021044104369706447,1.72075152343476,0.2707448481543415,Meta,17602,0.8640495398250199,0.12538347915009657,0.010566981024883536
2012,50,15630,2412,192,2604,906690,0.26602256559573834,0.02117592561956126,1.723852694967409,0.2871984912152996,Meta,18234,0.8571898650871997,0.13228035538005922,0.010529779532741033
2013,50,15374,2080,179,2259,929042,0.2238865411897417,0.01926715907354027,1.6548229251207158,0.24315370026328195,Meta,17633,0.8718879373901208,0.11796064197810922,0.010151420631769976
2014,50,15700,2166,197,2363,951062,0.22774540461084555,0.02071368638427358,1.6507861737720568,0.24845909099511915,Meta,18063,0.8691800919005702,0.11991363560870287,0.0109062724907269
2015,50,15859,2095,156,2251,972890,0.21533780797418,0.016034700736979515,1.6300917883830648,0.23137250871115952,Meta,18110,0.8757040309221424,0.11568194367752622,0.008614025400331309
2016,50,14806,1953,163,2116,994750,0.19633073636592108,0.01638602663985926,1.4884141744156822,0.21271676300578035,Meta,16922,0.8749556789977544,0.11541188984753575,0.009632431154709846
2017,50,15297,1633,131,1764,1016553,0.16064091100021347,0.012886686675461093,1.5047911914086132,0.17352759767567455,Meta,17061,0.8966062950589063,0.09571537424535491,0.0076783306957388196
2008,52,20843,520,309,829,1560792,0.033316418843766495,0.019797641197545863,1.3354117653088944,0.05311406004131236,Nariño,21672,0.9617478774455519,0.02399409376153562,0.014258028792912514
2009,52,20329,782,304,1086,1573383,0.04970182085353662,0.019321423963523186,1.2920566702449436,0.0690232448170598,Nariño,21415,0.9492878823254728,0.036516460424935795,0.014195657249591409
2010,52,18734,1187,271,1458,1584807,0.07489871006374908,0.01709987399096546,1.182099776187258,0.09199858405471455,Nariño,20192,0.9277931854199684,0.05878565768621236,0.013421156893819335
2011,52,18283,1566,274,1840,1594919,0.09818680447094806,0.01717955582697303,1.1463278072428758,0.11536636029792109,Nariño,20123,0.9085623415991652,0.07782139839984098,0.013616260000993887
2012,52,17630,1688,238,1926,1603360,0.10527891428001197,0.014843827961281308,1.0995659115856702,0.12012274224129328,Nariño,19556,0.9015136019635918,0.08631622008590714,0.012170177950501125
2013,52,17598,1720,212,1932,1610045,0.1068293122241925,0.013167333832284191,1.0930129282100811,0.11999664605647668,Nariño,19530,0.9010752688172043,0.08806963645673323,0.010855094726062468
2014,52,18454,2311,224,2535,1615776,0.1430272513021607,0.013863307785237557,1.1421137583427405,0.15689055908739824,Nariño,20989,0.8792224498546858,0.11010529324884463,0.010672256896469579
2015,52,18030,2311,215,2526,1620711,0.14259173905773453,0.013265782733627402,1.112474710173498,0.15585752179136195,Nariño,20556,0.8771161704611792,0.1124245962249465,0.010459233313874295
2016,52,17804,2095,175,2270,1623670,0.12902868193660041,0.010778052190408149,1.0965282354172954,0.13980673412700856,Nariño,20074,0.8869184019129221,0.10436385374115771,0.008717744345920096
2017,52,18208,1894,175,2069,1623923,0.1166311456885579,0.010776373017686183,1.1212354280344572,0.1274075187062441,Nariño,20277,0.8979632095477634,0.09340632243428515,0.008630468017951374
2008,54,21541,259,390,649,1303351,0.019871853399429623,0.029922868053195186,1.6527397454714807,0.04979472145262481,Norte de Santander,22190,0.9707525912573232,0.01167192429022082,0.01757548445245606
2009,54,21776,271,289,560,1318403,0.020555171673608146,0.02192045982905075,1.6516952707176789,0.0424756315026589,Norte de Santander,22336,0.9749283667621776,0.012132879656160458,0.012938753581661891
2010,54,20251,316,257,573,1332538,0.023714145487783462,0.019286504399874525,1.5197315198515915,0.04300064988765799,Norte de Santander,20824,0.9724836726853631,0.01517479830964272,0.012341529004994238
2011,54,21273,332,259,591,1345383,0.02467698789118043,0.019251023686191963,1.581185431955064,0.04392801157737239,Norte de Santander,21864,0.9729692645444566,0.015184778631540432,0.011845956824002928
2012,54,20855,317,229,546,1357528,0.023351267892816944,0.016868896995126437,1.5362482394469947,0.04022016488794338,Norte de Santander,21401,0.9744871734965656,0.014812391944301668,0.01070043455913275
2013,54,20108,285,202,487,1369326,0.02081315917465965,0.014751782993969296,1.4684596655580922,0.035564942168628946,Norte de Santander,20595,0.9763534838553047,0.013838310269482883,0.00980820587521243
2014,54,20424,436,200,636,1380095,0.031592028085023136,0.01449175600230419,1.4798981229553039,0.04608378408732732,Norte de Santander,21060,0.9698005698005698,0.02070275403608737,0.00949667616334283
2015,54,20454,541,213,754,1391555,0.038877370998631026,0.015306617417205931,1.4698664443733809,0.05418398841583696,Norte de Santander,21208,0.9644473783477933,0.02550924179554885,0.010043379856657864
2016,54,20468,1676,226,1902,1409886,0.11887485938579431,0.016029664809778948,1.4517485810909534,0.13490452419557325,Norte de Santander,22370,0.9149754135002235,0.07492177022798391,0.010102816271792579
2017,54,21033,2313,209,2522,1434070,0.16128919787737,0.014573905039502953,1.4666648071572517,0.17586310291687296,Norte de Santander,23555,0.8929314370621949,0.09819571216302271,0.008872850774782424
2008,63,6730,535,98,633,550322,0.09721581183379913,0.017807756186378157,1.222920399329847,0.11502356802017728,Quindio,7363,0.9140296074969442,0.07266060029879125,0.013309792204264566
2009,63,6535,592,103,695,550951,0.10745057182943674,0.018694947463567542,1.186130890042853,0.12614551929300427,Quindio,7230,0.9038727524204703,0.08188105117565699,0.014246196403872752
2010,63,6151,734,86,820,551570,0.1330746777380931,0.015591855974762949,1.1151803034972896,0.14866653371285604,Quindio,6971,0.882369817816669,0.10529335819824989,0.01233682398508105
2011,63,6067,764,76,840,551815,0.13845219865353425,0.013772731803231155,1.0994626822395186,0.1522249304567654,Quindio,6907,0.8783842478644853,0.1106124221803967,0.011003329955117996
2012,63,5962,619,72,691,551306,0.1122788433283875,0.013059897770022456,1.0814320903454706,0.12533874109840995,Quindio,6653,0.8961370810160829,0.09304073350368255,0.01082218548023448
2013,63,5898,517,60,577,550129,0.09397795789714776,0.010906532831390457,1.0721121773256819,0.10488449072853821,Quindio,6475,0.9108880308880309,0.07984555984555984,0.009266409266409266
2014,63,5862,457,60,517,548791,0.08327396039658085,0.010933123903271008,1.0681662053495775,0.09420708429985186,Quindio,6379,0.9189528139206772,0.07164132309139364,0.009405862987929142
2015,63,5994,417,66,483,547423,0.07617509677160075,0.01205649013651235,1.0949485133068944,0.0882315869081131,Quindio,6477,0.9254284390921723,0.06438165817508106,0.010189902732746642
2016,63,5843,364,65,429,545719,0.06670099446784884,0.01191089186925872,1.070697556801211,0.07861188633710756,Quindio,6272,0.9316007653061225,0.05803571428571429,0.010363520408163265
2017,63,5853,353,67,420,543089,0.06499855456472144,0.0123368361355137,1.0777239089725625,0.07733539070023514,Quindio,6273,0.9330463892874223,0.05627291567033317,0.01068069504224454
2008,66,12977,661,169,830,926053,0.07137820405527545,0.01824949543924592,1.4013236823378359,0.08962769949452137,Risaralda,13807,0.9398855652929673,0.04787426667632361,0.012240168030709061
2009,66,12284,433,153,586,931434,0.04648745912217076,0.016426284632083434,1.318826669415117,0.0629137437542542,Risaralda,12870,0.9544677544677544,0.03364413364413364,0.011888111888111888
2010,66,11822,438,138,576,936744,0.046757705413645566,0.01473187978786093,1.2620310351600865,0.06148958520150649,Risaralda,12398,0.953540893692531,0.03532827875463784,0.011130827552831101
2011,66,11986,1154,121,1275,941267,0.12260070734446231,0.012855013508388162,1.2733900157978555,0.13545572085285046,Risaralda,13261,0.9038534047206093,0.08702209486464067,0.00912450041475002
2012,66,11904,1133,126,1259,944167,0.11999995763461337,0.013345096789021434,1.2607939061627869,0.1333450544236348,Risaralda,13163,0.9043531109929347,0.08607460305401504,0.009572285953050217
2013,66,11302,1075,129,1204,945518,0.11369429244075734,0.01364331509289088,1.195323621549246,0.12733760753364823,Risaralda,12506,0.9037262114185192,0.08595873980489366,0.010315048776587237
2014,66,11130,1054,111,1165,946424,0.11136657565742204,0.011728358536977084,1.176005680329324,0.12309493419439912,Risaralda,12295,0.9052460349735665,0.0857259048393656,0.009028060187067914
2015,66,10939,970,118,1088,947125,0.10241520390655932,0.012458756763890721,1.1549689850864457,0.11487396067045004,Risaralda,12027,0.9095368753637648,0.08065186663340816,0.009811258002826973
2016,66,10853,891,120,1011,946730,0.09411342198937395,0.012675208348737232,1.1463669684070432,0.10678863033811119,Risaralda,11864,0.9147842211732974,0.07510114632501685,0.010114632501685773
2017,66,10561,726,117,843,944007,0.07690620938192196,0.012393975892127918,1.1187417042458372,0.08930018527404987,Risaralda,11404,0.9260785689231849,0.06366187302700807,0.010259558049807086
2008,68,32609,466,320,786,2047053,0.022764432576977734,0.015632228379040502,1.592972922537912,0.038396660956018236,Santander,33395,0.976463542446474,0.013954184758197334,0.009582272795328643
2009,68,30086,380,313,693,2062496,0.018424278156175818,0.015175787007586924,1.4587179805439623,0.033600065163762745,Santander,30779,0.9774846486240618,0.01234608011956204,0.0101692712563761
2010,68,29536,497,307,804,2077071,0.023927925429607366,0.01478042878649791,1.422002425530952,0.03870835421610527,Santander,30340,0.9735003295978906,0.016381015161502966,0.01011865524060646
2011,68,30723,773,252,1025,2090249,0.03698124003408206,0.012055979933491178,1.469824886891466,0.049037219967573244,Santander,31748,0.9677145017008946,0.024347990424593676,0.00793750787451178
2012,68,31272,860,260,1120,2102024,0.0409129486628126,0.01236903099108288,1.4877089890505533,0.053281979653895487,Santander,32392,0.9654235613731785,0.02654976537416646,0.008026673252654977
2013,68,30611,778,294,1072,2112672,0.036825404038109084,0.013916026718771301,1.448923448599688,0.05074143075688039,Santander,31683,0.9661648202506076,0.024555755452450843,0.009279424296941577
2014,68,30968,806,290,1096,2122075,0.03798169244725092,0.013665869490946362,1.4593263668814722,0.051647561938197285,Santander,32064,0.965818363273453,0.025137225548902197,0.00904441117764471
2015,68,30945,1189,236,1425,2131011,0.055795113211522605,0.011074555692110459,1.4521276520862634,0.06686966890363306,Santander,32370,0.9559777571825765,0.03673154155081866,0.007290701266604881
2016,68,29822,1310,252,1562,2142351,0.06114777643812802,0.01176277836825058,1.3920221289601937,0.0729105548063786,Santander,31384,0.950229416263064,0.04174101452969666,0.008029569207239358
2017,68,30062,1351,170,1521,2155034,0.06269042622993419,0.007888506631449898,1.394966390321452,0.07057893286138409,Santander,31583,0.951841180381851,0.042776177057277646,0.0053826425608713546
2008,70,15942,770,205,975,817004,0.09424678459346589,0.02509167641774092,1.9512756363493937,0.1193384610112068,Sucre,16917,0.9423656676715729,0.04551634450552698,0.012117987822900042
2009,70,15476,826,168,994,824591,0.10017087259016895,0.020373736798000464,1.8768092302729473,0.12054460938816941,Sucre,16470,0.9396478445658774,0.050151791135397694,0.010200364298724954
2010,70,14266,828,127,955,832054,0.09951277200758604,0.015263432421453416,1.7145521805075152,0.11477620442903946,Sucre,15221,0.9372577360226003,0.054398528348991525,0.00834373562840812
2011,70,15479,662,137,799,839333,0.07887215205407151,0.016322484639588818,1.844202479826243,0.09519463669366032,Sucre,16278,0.9509153458655855,0.040668386779702664,0.008416267354711881
2012,70,15480,828,151,979,846534,0.09781060181871018,0.01783744066983724,1.828632990523712,0.11564804248854742,Sucre,16459,0.9405188650586306,0.05030682301476396,0.009174311926605505
2013,70,14863,1044,151,1195,853740,0.12228547332911659,0.01768688359453698,1.7409281514278352,0.13997235692365356,Sucre,16058,0.9255822642919417,0.06501432307883921,0.009403412629219081
2014,70,15090,1065,188,1253,860831,0.12371766351351195,0.021839362197690372,1.7529573168252537,0.14555702571120233,Sucre,16343,0.9233310897632013,0.06516551428746252,0.011503395949336108
2015,70,14558,806,165,971,868140,0.09284216831386642,0.01900615108162278,1.6769184693712995,0.11184831939548921,Sucre,15529,0.9374718269045013,0.051902891364543756,0.010625281730954988
2016,70,14398,562,167,729,876886,0.06409042908656314,0.019044664870918226,1.6419466156376086,0.08313509395748137,Sucre,15127,0.951808025385073,0.03715211211740596,0.011039862497520989
2017,70,15467,660,182,842,886784,0.07442624133949191,0.02052359988452656,1.7441676890877598,0.09494984122401848,Sucre,16309,0.9483720645042615,0.04046845300141026,0.011159482494328285
2008,73,21631,1861,264,2125,1340435,0.1388355272728629,0.019695098979062766,1.6137298712731314,0.15853062625192568,Tolima,23756,0.9105489139585788,0.07833810405792221,0.011112981983498905
2009,73,20704,1807,228,2035,1338765,0.13497514500304386,0.017030621505641393,1.5464999458456115,0.15200576650868525,Tolima,22739,0.9105061788117331,0.07946699503056423,0.010026826157702626
2010,73,19565,1548,228,1776,1337101,0.11577285485539238,0.01705181583141438,1.4632402488667648,0.13282467068680676,Tolima,21341,0.9167799072208425,0.07253643221967106,0.010683660559486434
2011,73,19685,1470,207,1677,1335351,0.11008341627032893,0.01550154229112795,1.4741442512118537,0.12558495856145688,Tolima,21362,0.9214961145960117,0.06881378148113472,0.009690103922853665
2012,73,19541,1658,208,1866,1333435,0.12434051903542355,0.01559881059069246,1.465463258426545,0.13993932962611602,Tolima,21407,0.912832251132807,0.07745130097631615,0.009716447890876816
2013,73,18784,1286,190,1476,1331462,0.09658555783041499,0.014270027984275931,1.4107800297717847,0.11085558581469092,Tolima,20260,0.9271470878578479,0.06347482724580454,0.009378084896347482
2014,73,18309,1303,210,1513,1329675,0.09799387068268561,0.015793332957301596,1.376953014834452,0.11378720363998722,Tolima,19822,0.9236706689536878,0.06573504187266674,0.010594289173645445
2015,73,18246,1391,166,1557,1328196,0.10472851898364398,0.012498155392728182,1.3737430319019182,0.11722667437637216,Tolima,19803,0.9213755491592183,0.07024188254304903,0.008382568297732667
2016,73,17607,1196,180,1376,1327052,0.09012457688168964,0.013563899530689077,1.3267754390935698,0.10368847641237872,Tolima,18983,0.9275140915556024,0.06300374018858979,0.009482168255807827
2017,73,17699,940,140,1080,1325839,0.07089850275938481,0.010559351474801993,1.3349282982322892,0.0814578542341868,Tolima,18779,0.9424889504233452,0.05005591352042175,0.007455136056233026
2008,76,60289,1863,804,2667,4185557,0.044510204973913864,0.019208912935602118,1.440405661659846,0.06371911790951598,Valle del Cauca,62956,0.9576370798653028,0.029592096067094478,0.01277082406760277
2009,76,58320,1575,666,2241,4213124,0.03738318644312391,0.015807747410235256,1.3842459894368169,0.05319093385335917,Valle del Cauca,60561,0.9629959875167187,0.026006836082627435,0.010997176400653886
2010,76,54533,1317,619,1936,4242544,0.0310426951376344,0.014590302422320192,1.2853844297195267,0.04563299755995459,Valle del Cauca,56469,0.9657157024207973,0.023322530946182862,0.010961766633019888
2011,76,56093,1418,599,2017,4271578,0.03319616310412686,0.014022920803506339,1.3131681078982989,0.0472190839076332,Valle del Cauca,58110,0.9652899673033901,0.02440199621407675,0.010308036482533128
2012,76,55905,2692,599,3291,4297442,0.06264191581875916,0.013938524359374716,1.3008901574471512,0.07658044017813388,Valle del Cauca,59196,0.944405027366714,0.04547604567876208,0.010118926954523955
2013,76,52518,4754,507,5261,4320101,0.11004372351479745,0.011735836731594933,1.2156660226230822,0.12177956024639239,Valle del Cauca,57779,0.9089461569082192,0.08227902871285415,0.008774814378926599
2014,76,53435,5787,505,6292,4343720,0.13322681940824915,0.011625979575110735,1.230166769497113,0.1448527989833599,Valle del Cauca,59727,0.8946540090746229,0.09689085338289216,0.008455137542484973
2015,76,51780,5731,530,6261,4369781,0.1311507373023957,0.012128754278532494,1.1849564085705897,0.1432794915809282,Valle del Cauca,58041,0.8921279784979583,0.09874054547647353,0.009131476025568132
2016,76,50755,4647,500,5147,4395220,0.10572849595697144,0.011375994830747948,1.1547772352692243,0.11710449078771938,Valle del Cauca,55902,0.9079281599942757,0.08312761618546742,0.008944223820256877
2017,76,51640,3519,519,4038,4415765,0.07969174084218703,0.011753342852257763,1.1694462907333159,0.09144508369444479,Valle del Cauca,55678,0.9274758432414958,0.06320270124645282,0.009321455512051439
2008,81,4831,466,56,522,154394,0.3018252004611578,0.03627083954039665,3.129007603922432,0.33809604000155447,Arauca,5353,0.9024845880814496,0.0870539884177097,0.01046142350084065
2009,81,4704,658,47,705,159983,0.41129369995562026,0.02937812142540145,2.9403124081933707,0.44067182138102173,Arauca,5409,0.8696616749861342,0.12164910334627473,0.008689221667591052
2010,81,4489,649,37,686,166179,0.3905427280221929,0.022265147822528718,2.7013040155494976,0.4128078758447217,Arauca,5175,0.8674396135265701,0.12541062801932368,0.00714975845410628
2011,81,4425,630,48,678,172963,0.3642397506981262,0.027751600053190568,2.5583506299035053,0.39199135075131675,Arauca,5103,0.8671369782480893,0.12345679012345678,0.00940623162845385
2012,81,4478,620,49,669,180519,0.34345415164054754,0.027143957145785207,2.4806253081393095,0.37059810878633276,Arauca,5147,0.8700213716728191,0.12045851952593743,0.009520108801243442
2013,81,3993,662,35,697,188999,0.35026640352594457,0.018518616500616404,2.112709591056037,0.368785020026561,Arauca,4690,0.8513859275053305,0.14115138592750534,0.007462686567164179
2014,81,3989,600,37,637,198319,0.3025428728462729,0.01865681049218683,2.0114058663063044,0.3211996833384598,Arauca,4626,0.8623000432338954,0.1297016861219196,0.00799827064418504
2015,81,4257,662,41,703,208981,0.31677520922954716,0.019619008426603374,2.037027289562209,0.3363942176561506,Arauca,4960,0.8582661290322581,0.13346774193548386,0.008266129032258065
2016,81,4378,650,39,689,222543,0.2920783848514669,0.017524703091088015,1.9672602598149571,0.3096030879425549,Arauca,5067,0.8640221038089599,0.12828103414249062,0.0076968620485494375
2017,81,4589,629,48,677,239211,0.26294777414082127,0.02006596686607221,1.9183900405917789,0.28301374100689347,Arauca,5266,0.8714394227117357,0.11944549943030763,0.009115077857956703
2008,85,6357,56,80,136,323102,0.017331988040928253,0.024759982915611788,1.9674901424318016,0.04209197095654004,Casanare,6493,0.9790543662405667,0.00862467272447251,0.012320961034960727
2009,85,5314,67,65,132,332286,0.020163353255930133,0.019561462113962067,1.599224764209145,0.039724815369892204,Casanare,5446,0.9757620271759089,0.012302607418288652,0.011935365405802425
2010,85,6446,118,79,197,341508,0.034552631270716935,0.023132693816835918,1.8875106878901813,0.057685325087552856,Casanare,6643,0.9703447237693813,0.01776305885894927,0.011892217371669426
2011,85,6513,225,77,302,350718,0.06415410671821806,0.02195496096579018,1.8570475424700186,0.08610906768400824,Casanare,6815,0.9556859867938371,0.03301540719002201,0.011298606016140866
2012,85,7175,245,59,304,359951,0.06806481993382432,0.016391119902431164,1.9933268694905695,0.08445593983625549,Casanare,7479,0.9593528546597139,0.03275839015911218,0.007888755181173953
2013,85,7091,125,49,174,369271,0.03385047837496039,0.013269387522984474,1.9202699372547534,0.04711986589794487,Casanare,7265,0.9760495526496903,0.017205781142463867,0.006744666207845836
2014,85,7050,88,59,147,378685,0.023238311525410303,0.01558023159090009,1.8617056392516207,0.03881854311631039,Casanare,7197,0.9795748228428511,0.012227316937612894,0.008197860219535918
2015,85,6971,118,55,173,388353,0.03038472729707251,0.014162372892703287,1.7950163897279021,0.0445471001897758,Casanare,7144,0.9757838745800672,0.016517357222844344,0.007698768197088466
2016,85,6394,94,50,144,398751,0.023573608592831113,0.012539153506825062,1.6035069504527888,0.03611276209965618,Casanare,6538,0.9779749158764148,0.014377485469562558,0.007647598654022637
2017,85,6440,165,41,206,409927,0.04025106909278969,0.010001780804875014,1.5710114239852462,0.05025284989766471,Casanare,6646,0.9690039121275955,0.024826963587120072,0.006169124285284382
2008,86,4679,69,74,143,269216,0.02562997741590396,0.027487222156186854,1.7380096279567336,0.05311719957209081,Putumayo,4822,0.970344255495645,0.01430941518042306,0.015346329323931979
2009,86,4712,73,61,134,277228,0.02633211652502633,0.022003549425022004,1.6996840146016996,0.04833566595004834,Putumayo,4846,0.9723483285183656,0.015063970284770946,0.012587701196863392
2010,86,4109,98,72,170,285225,0.03435883951266544,0.025243229029713384,1.4406170567096153,0.059602068542378824,Putumayo,4279,0.9602710913764898,0.022902547324141154,0.01682636129936901
2011,86,4354,149,70,219,293029,0.05084820956287603,0.023888420600008873,1.485859761320552,0.0747366301628849,Putumayo,4573,0.9521102121145856,0.03258254974852395,0.015307238136890444
2012,86,4289,139,54,193,300518,0.04625346901017576,0.0179689735722985,1.4272023639183011,0.06422244258247427,Putumayo,4482,0.9569388665774208,0.031012940651494868,0.012048192771084338
2013,86,4320,287,56,343,307845,0.09322873524013708,0.018190972729782845,1.4033036105832482,0.11141970796991993,Putumayo,4663,0.9264422045893201,0.061548359425262704,0.012009435985417113
2014,86,4346,441,54,495,315223,0.139900959003626,0.017130729673913388,1.3787065030153256,0.1570316886775394,Putumayo,4841,0.8977483990910968,0.09109688080975005,0.011154720099153068
2015,86,4490,534,44,578,322749,0.16545364974020058,0.013632884997319898,1.3911739463174169,0.17908653473752048,Putumayo,5068,0.8859510655090765,0.1053670086819258,0.008681925808997633
2016,86,4290,726,50,776,330552,0.21963261453568575,0.015126213122292408,1.2978290858926886,0.23475882765797818,Putumayo,5066,0.8468219502566127,0.14330833004342677,0.00986971969996052
2017,86,4541,725,51,776,338541,0.2141542678730198,0.015064645050377945,1.3413441798777697,0.22921891292339774,Putumayo,5317,0.8540530374271206,0.13635508745533195,0.009591875117547489
2008,88,831,247,18,265,58813,0.4199751755564246,0.030605478380630134,1.4129529185724246,0.4505806539370547,"Archipiélago de San Andrés, Providencia y Santa Catalina",1096,0.7582116788321168,0.22536496350364962,0.016423357664233577
2009,88,869,251,12,263,59121,0.42455303530048544,0.020297356269345916,1.4698668831718003,0.44485039156983136,"Archipiélago de San Andrés, Providencia y Santa Catalina",1132,0.7676678445229682,0.22173144876325088,0.01060070671378092
2010,88,823,170,18,188,59429,0.2860556294065187,0.030288243113631392,1.3848457823621465,0.3163438725201501,"Archipiélago de San Andrés, Providencia y Santa Catalina",1011,0.8140454995054401,0.1681503461918892,0.017804154302670624
2011,88,868,145,7,152,59732,0.24275095426237192,0.011719011585080024,1.453157436549923,0.25446996584745196,"Archipiélago de San Andrés, Providencia y Santa Catalina",1020,0.8509803921568627,0.14215686274509803,0.006862745098039216
2012,88,830,148,18,166,60026,0.24655982407623364,0.02998700563089328,1.3827341485356346,0.2765468297071269,"Archipiélago de San Andrés, Providencia y Santa Catalina",996,0.8333333333333334,0.14859437751004015,0.018072289156626505
2013,88,874,190,12,202,60300,0.3150912106135987,0.01990049751243781,1.449419568822554,0.33499170812603646,"Archipiélago de San Andrés, Providencia y Santa Catalina",1076,0.8122676579925651,0.17657992565055763,0.011152416356877323
2014,88,868,188,19,207,60583,0.3103180760279286,0.031361933215588535,1.4327451595332024,0.34168000924351716,"Archipiélago de San Andrés, Providencia y Santa Catalina",1075,0.8074418604651162,0.17488372093023255,0.017674418604651163
2015,88,830,233,19,252,60896,0.38261954808197585,0.031200735680504466,1.3629795060430898,0.4138202837624803,"Archipiélago de San Andrés, Providencia y Santa Catalina",1082,0.767097966728281,0.21534195933456562,0.01756007393715342
2016,88,880,225,11,236,61202,0.3676350446063854,0.01797326884742329,1.437861507793863,0.3856083134538087,"Archipiélago de San Andrés, Providencia y Santa Catalina",1116,0.7885304659498208,0.20161290322580644,0.00985663082437276
2017,88,854,192,22,214,61504,0.31217481789802287,0.03577003121748179,1.3885275754422477,0.34794484911550466,"Archipiélago de San Andrés, Providencia y Santa Catalina",1068,0.799625468164794,0.1797752808988764,0.020599250936329586
2008,91,1363,16,33,49,52930,0.030228603816361232,0.06234649537124504,2.5750991876062725,0.09257509918760627,Amazonas,1412,0.9652974504249292,0.0113314447592068,0.023371104815864022
2009,91,1252,13,42,55,52794,0.024624010304201235,0.07955449482895784,2.3714816077584575,0.10417850513315907,Amazonas,1307,0.9579188982402448,0.009946442234123947,0.032134659525631215
2010,91,1245,33,29,62,55880,0.05905511811023622,0.05189692197566213,2.2279885468861846,0.11095204008589836,Amazonas,1307,0.9525631216526397,0.0252486610558531,0.02218821729150727
2011,91,1366,19,18,37,58798,0.03231402428654036,0.03061328616619613,2.323208272390217,0.06292731045273649,Amazonas,1403,0.9736279401282965,0.0135424091233072,0.012829650748396294
2012,91,1561,30,30,60,60318,0.04973639709539441,0.04973639709539441,2.587950528863689,0.09947279419078882,Amazonas,1621,0.9629858112276373,0.01850709438618137,0.01850709438618137
2013,91,1410,25,36,61,63091,0.03962530313356897,0.05706043651233932,2.23486709673329,0.09668573964590829,Amazonas,1471,0.9585316111488783,0.01699524133242692,0.024473147518694765
2014,91,1524,26,28,54,65403,0.03975352812562115,0.04281149182759201,2.3301683409017935,0.08256501995321315,Amazonas,1578,0.9657794676806084,0.016476552598225603,0.017743979721166033
2015,91,1490,24,25,49,67310,0.03565592036844451,0.0371415837171297,2.21363838954093,0.07279750408557421,Amazonas,1539,0.96816114359974,0.015594541910331383,0.016244314489928524
2016,91,1322,15,19,34,69917,0.0214540097544231,0.02717507902226926,1.890813393023156,0.048629088776692364,Amazonas,1356,0.9749262536873157,0.011061946902654867,0.014011799410029498
2017,91,1448,25,21,46,72713,0.03438174741793077,0.028880667831061847,1.99139081044655,0.06326241524899262,Amazonas,1494,0.9692101740294511,0.01673360107095047,0.014056224899598393
2008,94,556,38,20,58,22815,0.16655708963401272,0.08766162612316458,2.4369932062239754,0.2542187157571773,Guainía,614,0.9055374592833876,0.06188925081433225,0.03257328990228013
2009,94,600,64,28,92,25271,0.253254718847691,0.11079893949586482,2.374262989197103,0.36405365834355585,Guainía,692,0.8670520231213873,0.09248554913294797,0.04046242774566474
2010,94,567,57,22,79,24921,0.22872276393403154,0.08827896151839813,2.275189599133261,0.31700172545242966,Guainía,646,0.8777089783281734,0.08823529411764706,0.034055727554179564
2011,94,592,83,20,103,27363,0.30332931330628954,0.07309140079669627,2.1635054635822097,0.3764207141029858,Guainía,695,0.8517985611510791,0.11942446043165468,0.02877697841726619
2012,94,501,50,11,61,29353,0.17034033999931864,0.0374748747998501,1.7068102067931727,0.20781521479916873,Guainía,562,0.891459074733096,0.08896797153024912,0.019572953736654804
2013,94,605,66,18,84,32586,0.20254096851408582,0.05523844595838704,1.8566255447124531,0.2577794144724728,Guainía,689,0.8780841799709724,0.09579100145137881,0.026124818577648767
2014,94,601,64,12,76,32368,0.1977261492832427,0.03707365299060801,1.856772120612951,0.23479980227385072,Guainía,677,0.8877400295420975,0.09453471196454949,0.01772525849335303
2015,94,605,28,18,46,36855,0.07597340930674264,0.04884004884004884,1.6415683082349748,0.12481345814679148,Guainía,651,0.9293394777265745,0.043010752688172046,0.027649769585253458
2016,94,661,15,26,41,40422,0.037108505269407746,0.0643214091336401,1.6352481322052348,0.10142991440304784,Guainía,702,0.9415954415954416,0.021367521367521368,0.037037037037037035
2017,94,833,11,18,29,43748,0.025144006583158088,0.04114473804516778,1.9040870439791533,0.06628874462832586,Guainía,862,0.9663573085846868,0.012761020881670533,0.02088167053364269
2008,95,1555,18,25,43,47524,0.0378755996969952,0.052604999579160004,3.2720309738237523,0.0904805992761552,Guaviare,1598,0.9730913642052565,0.011264080100125156,0.015644555694618274
